date_time_(UTC),channel,duration,https://archive.org/details/,text
10/24/2020 0:15,MSNBCW,9,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/900,I ELLISON BARBER IEBNIIRSer'Eglc-E\u2019ONDENT
10/24/2020 0:16,MSNBCW,5,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/960,I STEVE KORNACKI ON THE STATE OF THE RACE '
10/24/2020 0:20,FOXNEWSW,3,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/1200,KEY TAKEAWAYS FROM THE FINAL PRESIDENTIAL DEBATE
10/24/2020 0:22,CNNW,9,CNNW_20201024_000000_Anderson_Cooper_360/start/1320,"TRUMP FIRES BACK AFTER BIDEN SAYS. U.S. SHOULD \""TRANSITION\"" FROM OIL"
10/24/2020 0:23,CNNW,7,CNNW_20201024_000000_Anderson_Cooper_360/start/1380,"IN FINAL STRETCH, WHAT CHANGES THE RACE?\nTRUMP FIRES BACK AFTER BIDEN SAYS. U.S. SHOULD \""TRANSITION\"" FROM OIL"
10/24/2020 0:24,CNNW,7,CNNW_20201024_000000_Anderson_Cooper_360/start/1440,AD SPENDING COULD SIGNAL HOW FINAL DAYS UNFOLD
10/24/2020 0:25,BBCNEWS,6,BBCNEWS_20201024_000000_BBC_News/start/1500,E\ufb02l NEWS
10/24/2020 0:25,CNNW,6,CNNW_20201024_000000_Anderson_Cooper_360/start/1500,WHAT CAMPAIGN TRAVEL SAYS ABOUT CANDIDATES' CONFIDENCE\nBIDEN ENJOYS CASH ADVANTAGE FOR CLOSING ARGUMENT
10/24/2020 0:25,FOXNEWSW,11,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/1500,- 8OO-838-1 O64. . Call to speak with a Licensed Insurance Agent
10/24/2020 0:25,MSNBCW,7,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/1500,"I REPUBLICANS USE LAWSUITS, INTIMIDATION TO TRY TO SUPPRESS VOTE '"
10/24/2020 0:26,CNNW,3,CNNW_20201024_000000_Anderson_Cooper_360/start/1560,"IN FINAL STRETCH, WHAT CHANGES THE RACE?"
10/24/2020 0:26,MSNBCW,3,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/1560,I ARMED TRUMP SUPPORTERS SEEN AT FLORIDA POLLING PLACE '
10/24/2020 0:27,CNNW,7,CNNW_20201024_000000_Anderson_Cooper_360/start/1620,Dana Bash I (M Chief Political Correspondent
10/24/2020 0:27,MSNBCW,6,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/1620,"I REPUBLICANS USE LAWSUITS, INTIMIDATION TO TRY TO SUPPRESS VOTE '"
10/24/2020 0:28,CNNW,11,CNNW_20201024_000000_Anderson_Cooper_360/start/1680,TRUMP CAMPAIGN LOOKS TO CAPITALIZE. ON BIDEN'S COMMENTS ON OIL AND GAS
10/24/2020 0:29,FOXNEWSW,4,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/1740,"HUNTER' S EX- BUSINESS PARTNER: JOE WASINVOLVED. . =1\"" \u201c \""an CARL; on tonight mam"
10/24/2020 0:30,CNNW,8,CNNW_20201024_000000_Anderson_Cooper_360/start/1800,"IN FINAL STRETCH, WHAT CHANGES THE RACE?"
10/24/2020 0:30,FOXNEWSW,7,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/1800,BOBULINSKI: JOE SAYS HE NEVER DISCUSSED. BUSINESS WITH HUNTER. .THAT IS FALSE\n' ' V V ' - ' O ' ' ' I '1' ' ' O I O '. BOBULINSKI: JOE SAYS HE NEVER DISCUSSED. BUSINESS WITH HUNTER... THAT IS FALSE
10/24/2020 0:30,MSNBCW,4,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/1800,I JENA GRISWOLD Egg/3:315; sTATE
10/24/2020 0:31,CNNW,7,CNNW_20201024_000000_Anderson_Cooper_360/start/1860,"IN FINAL STRETCH, WHAT CHANGES THE RACE?\nTHE PRESIDENT'S NEW TONE"
10/24/2020 0:32,FOXNEWSW,11,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/1920,GORDON CHANG: THE HUNTER SCANDALS ARE A. i CONCERN FROM A NATIONAL SECURITY POINT OF VIEW
10/24/2020 0:33,FOXNEWSW,9,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/1980,GORDON CHANG: CHINESE OFFICIALS COULD. HAVE COMPROMISING MATERIAL ON HUNTER BIDEN
10/24/2020 0:36,CNNW,4,CNNW_20201024_000000_Anderson_Cooper_360/start/2160,ONE-ON-ONE WITH MARY TRUMP
10/24/2020 0:36,MSNBCW,9,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/2160,I NUMEROUS STATES SET RECORDS FOR NEW COVID CASES '
10/24/2020 0:37,CNNW,6,CNNW_20201024_000000_Anderson_Cooper_360/start/2220,"MARY TRUMP ON PRES. TRUMP'S DEBATE PERFORMANCE. . Mary Trump Author, \""Too Much and Never Enough\"
10/24/2020 0:38,MSNBCW,4,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/2280,"I CHARLIE SYKES IAUTHOR,\""HOWTHERIGHTLOSTITSMIND\"
10/24/2020 0:39,CNNW,6,CNNW_20201024_000000_Anderson_Cooper_360/start/2340,ONE-ON-ONE WITH MARY TRUMP
10/24/2020 0:40,MSNBCW,6,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/2400,I NUMEROUS STATES SET RECORDS FOR NEW COVID CASES T
10/24/2020 0:45,CNNW,4,CNNW_20201024_000000_Anderson_Cooper_360/start/2700,nnln l-I'n I'\\\\l AI'I'AI Ill-I'Anl F-rl-nl I
10/24/2020 0:46,MSNBCW,12,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/2760,"I THE \""OBAMAPHONE\"" AND GOP CLAIMS DEMOCRATS \""BRIBE\"" VOTERS 1"
10/24/2020 0:47,CNNW,9,CNNW_20201024_000000_Anderson_Cooper_360/start/2820,"FAREED ZAKARIA: \""| WAS WRONG THAT TRUMP WOULD. LOSE IN 2O16. I'M DOUBLING DOWN IN 2O2O\"
10/24/2020 0:48,MSNBCW,10,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/2880,THE WALL STREET JOURNAL
10/24/2020 0:49,MSNBCW,14,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/2940,I TRUMP GIVES BILLIONS IN DIRECT PAYMENTS TO FARMERS '
10/24/2020 0:52,FOXNEWSW,7,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/3120,FAUCI FLASHBACK: PEOPLE DON'T NEED MASKS
10/24/2020 0:53,FOXNEWSW,10,FOXNEWSW_20201024_000000_Tucker_Carlson_Tonight/start/3180,JOE & KAMALA CONTINUE TO ATTACK. FAUCI' S RESPONSE TO THE CORONAVIRUS
10/24/2020 0:54,MSNBCW,5,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/3240,I THE END OF OIL IS COMING
10/24/2020 0:55,MSNBCW,3,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/3300,I GENERAL MOTORS BRINGS BACK HUMMER AS ELECTRIC VEHICLE I
10/24/2020 0:56,CNNW,4,CNNW_20201024_000000_Anderson_Cooper_360/start/3360,DID THE DEBATE INFLUENCE TODAY'S EARLY VOTING?
10/24/2020 0:56,MSNBCW,8,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/3360,O OG SS. I CHARLOTTE SWASEY l SELAPEEEIEENTEE DATAAND POLLING
10/24/2020 0:57,MSNBCW,5,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/3420,I POLL: MOST SUPPORT $2 TRILLION INVESTMENT IN CLEAN ENERGY '
10/24/2020 1:00,MSNBCW,5,MSNBCW_20201024_000000_All_In_With_Chris_Hayes/start/3600,I POLL: MOST SUPPORT BIDEN OVER TRUMP ON CLIMATE CHANGE '
10/24/2020 1:01,CNNW,5,CNNW_20201024_010000_Cuomo_Prime_Time/start/60,U.S. RECORDS SECOND-HIGHEST DAILY COVID-19 CASE TOTAL
10/24/2020 1:02,CNNW,8,CNNW_20201024_010000_Cuomo_Prime_Time/start/120,"U.S. AGAIN TOPS 7O,OOO COVlD-19 CASES IN SINGLE DAY;. TRUMP: \""WE'RE ROUNDING THE CORNER BEAUTIFULLY\"
10/24/2020 1:02,MSNBCW,8,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/120,U.S. REACHES HIGHEST NUMBER OF DAILY CORONAVIRUS CASES EVER
10/24/2020 1:04,CNNW,7,CNNW_20201024_010000_Cuomo_Prime_Time/start/240,U.S. NEARS NEW RECORD FOR DAILY CORONAVIRUS CASES
10/24/2020 1:04,FOXNEWSW,3,FOXNEWSW_20201024_010000_Hannity/start/240,V .nnI'. . V d .. VICE PRESIDENT MIKE FENCE. comma up. . . . . HANMITV
10/24/2020 1:04,MSNBCW,8,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/240,FRONTLINE MEDICAL WORKERS DESCRIBE FIGHT AGAINST COVID-I9
10/24/2020 1:05,BBCNEWS,6,BBCNEWS_20201024_010500_,White House announces Sudan Israel deal. This will open the door to economic aid and investmem for Sudan
10/24/2020 1:05,MSNBCW,12,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/300,U.S. REACHES HIGHEST NUMBER OF DAILY CORONAVIRUS CASES EVER
10/24/2020 1:06,BBCNEWS,6,BBCNEWS_20201024_010600_,White House announces Sudan Israel deal. Sudan removed from US list of terrorism state sponsors
10/24/2020 1:06,CNNW,6,CNNW_20201024_010000_Cuomo_Prime_Time/start/360,"U.S. AGAIN TOPS 7O,OOO COVlD-19 CASES IN SINGLE DAY;. TRUMP: \""WE'RE ROUNDING THE CORNER BEAUTIFULLY\"
10/24/2020 1:07,BBCNEWS,8,BBCNEWS_20201024_010700_,White House announces Sudan Israel deal. President Trump: Sudan is third Arab nation to recognise Israel\nWhite House announces Sudan Israel deal. Sudan is to normalise relations with Israet
10/24/2020 1:07,FOXNEWSW,4,FOXNEWSW_20201024_010000_Hannity/start/420,HANMITV
10/24/2020 1:07,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/420,THE NEW YORK TIMES
10/24/2020 1:08,CNNW,5,CNNW_20201024_010000_Cuomo_Prime_Time/start/480,U.S. RECORDS SECOND-HIGHEST DAILY COVID-19 CASE TOTAL
10/24/2020 1:09,BBCNEWS,6,BBCNEWS_20201024_010900_,E\ufb02l NEWS
10/24/2020 1:09,CNNW,4,CNNW_20201024_010000_Cuomo_Prime_Time/start/540,U.S. RECORDS SECOND-HIGHEST DAILY COVID-19 CASE TOTAL\nU.S. RECORDS SECOND-HIGHEST DAILY COVID-19 CASE TOTAL. . . . Charlie Dent OW Political Commentator
10/24/2020 1:10,CNNW,13,CNNW_20201024_010000_Cuomo_Prime_Time/start/600,U.S. RECORDS SECOND-HIGHEST DAILY COVID-19 CASE TOTAL
10/24/2020 1:11,CNNW,4,CNNW_20201024_010000_Cuomo_Prime_Time/start/660,U.S. RECORDS SECOND-HIGHEST DAILY COVID-19 CASE TOTAL. . Van Jones Former Obama Administration Official
10/24/2020 1:12,CNNW,13,CNNW_20201024_010000_Cuomo_Prime_Time/start/720,BIDEN AND TRUMP ON POLAR OPPOSITE PANDEMIC PATHS
10/24/2020 1:12,FOXNEWSW,11,FOXNEWSW_20201024_010000_Hannity/start/720,| FLASHBACK: MEDIA HIGHLIGHTS GEORGE HW BUSH'S. . 1992 DEBATE WATCH GLANCE. \\
10/24/2020 1:12,MSNBCW,10,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/720,VIRUS RATES SOARIN IDAHO WHERE TRUMP SUPPORTS ANTI-MASK RALLIES
10/24/2020 1:14,CNNW,11,CNNW_20201024_010000_Cuomo_Prime_Time/start/840,"TRUMP A'ITACKS KAMALA HARRIS, FALSELY LABELS HER A SOCIALIST"
10/24/2020 1:16,MSNBCW,4,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/960,I THE NEW YORK TIMES. . 'ul\u2014\ufb02
10/24/2020 1:17,BBCNEWS,8,BBCNEWS_20201024_011700_,US coronavirus. Biden to ask governors to mandate masks in their states
10/24/2020 1:17,CNNW,3,CNNW_20201024_010000_Cuomo_Prime_Time/start/1020,THE CORONAVIRUS ECONOMY: TRUMP VS BIDEN
10/24/2020 1:18,BBCNEWS,7,BBCNEWS_20201024_011800_,"US coronavirus. NVT: Covid-19 hospitalira\ufb01ons are up 4O percent\nUS coronavirus. U5 set a daily record of over 8O,OOO new cases on Friday"
10/24/2020 1:18,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1080,U.S. REACHES HIGHEST NUMBER OF DAILY CORONAVIRUS CASES EVER
10/24/2020 1:19,MSNBCW,10,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1140,BIDEN ON FIGHTING CORONAVIRUS: \u201cWE CAN DO THIS. WE MUST DO THIS.\u201d\nU.S. REACHES HIGHEST NUMBER OF DAILY CORONAVIRUS CASES EVER
10/24/2020 1:20,MSNBCW,12,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1200,U.S. REACHES HIGHEST NUMBER OF DAILY CORONAVIRUS CASES EVER
10/24/2020 1:21,BBCNEWS,3,BBCNEWS_20201024_012100_,'V. . EEII NEWS
10/24/2020 1:21,MSNBCW,6,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1260,"U.S. TOPS 79,OOO NEW CORONAVIRUS CASES TODAY"
10/24/2020 1:22,CNNW,7,CNNW_20201024_010000_Cuomo_Prime_Time/start/1320,ECONOMIC PAIN INCREASES AS CORONAVIRUS SURGES
10/24/2020 1:25,CNNW,6,CNNW_20201024_010000_Cuomo_Prime_Time/start/1500,ONE-ON-ONE WITH TOM FRIEDMAN
10/24/2020 1:27,FOXNEWSW,7,FOXNEWSW_20201024_010000_Hannity/start/1620,AMERICA'S x '\nMAN WHO SUPPLIED WEAPONS IN SAN BERNARDINO. TERROR A'ITACK SENTENCED TO 2O YEARS IN PRISON. . rm NEWS HG
10/24/2020 1:28,FOXNEWSW,7,FOXNEWSW_20201024_010000_Hannity/start/1680,n. . . . . HAMNITV. . COMING lIB
10/24/2020 1:29,CNNW,6,CNNW_20201024_010000_Cuomo_Prime_Time/start/1740,HUMII. . Please see our ad in Elle Magazine adalimur
10/24/2020 1:29,FOXNEWSW,3,FOXNEWSW_20201024_010000_Hannity/start/1740,/ SEN RON JOHNSON. m. . \u2014l-'.'T\ufb01TlTV7\ufb01'-I\u2014
10/24/2020 1:29,MSNBCW,5,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1740,OBAMA RELEASES STEP-BY-STEP GUIDE TO VOTING BY MAIL
10/24/2020 1:31,FOXNEWSW,3,FOXNEWSW_20201024_010000_Hannity/start/1860,PETER SCHWEIZER OBTAINS EXPLOSIVE NEW DOCUMENTS. RELATED TO HUNTER BIDEN'S BUSINESS DEALINGS
10/24/2020 1:32,CNNW,3,CNNW_20201024_010000_Cuomo_Prime_Time/start/1920,"TRUMP ADMIN QUICK TO SANCTION IRAN FOR ELECTION INFERENCE,. BUT SILENT ON RUSSIA'S CONTINUED TARGETING OF 2O2O RACE"
10/24/2020 1:32,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1920,MORE THAN 47 MILLION AMERICANS HAVE ALREADY VOTED
10/24/2020 1:33,MSNBCW,12,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/1980,PARTS OF BA'I'I'LEGROUND STATES FELL SHORT. OF MAIL DELIVERY GOALS BY WIDE MARGINS
10/24/2020 1:34,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/2040,MI APPEALS COURT REQUIRES MAIL-IN BALLOTS TO BE DELIVERED BY NOV3
10/24/2020 1:36,FOXNEWSW,7,FOXNEWSW_20201024_010000_Hannity/start/2160,ONE- ON- ONE WITH SEN RON JOHNSON (R- wn @M. . WNFII. \u00a31115me mt:-
10/24/2020 1:36,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/2160,VOTERS WAIT ON DELAYED MAIL-IN BALLOTS JUST AHEAD OF ELECTION DAY
10/24/2020 1:42,CNNW,8,CNNW_20201024_010000_Cuomo_Prime_Time/start/2520,ONE-ON-ONE WITH SEN ANGUS KING
10/24/2020 1:44,CNNW,4,CNNW_20201024_010000_Cuomo_Prime_Time/start/2640,TRUMP AGAIN COMPARES HIMSELF TO ABRAHAM LINCOLN
10/24/2020 1:44,MSNBCW,7,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/2640,"NYT: INSIDE THE REFUGEE CAMP ON AMERICA\u2019S DOORSTEP\nDESPITE ASYLUM RIGHTS, TRUMP ADMINISTRATION. REQUIRES ASYLUM SEEKERS TO WAIT IN MEXICO"
10/24/2020 1:45,MSNBCW,6,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/2700,THOUSANDS OF MIGRANTS SEEKING U.S. ASYLUM. WAIT IN REFUGEE CAMPS IN MEXICO AMID PANDEMIC
10/24/2020 1:46,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/2760,Elle Now \ufb01nrk {Eimcs. CAITLIN DICKERSON I NATIONAL IMMIGRATION REPORTER
10/24/2020 1:47,MSNBCW,4,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/2820,SOME U.S. ASYLUM SEEKERS HAVE WAITED IN MEXICO MORE THAN AYEAR
10/24/2020 1:51,CNNW,9,CNNW_20201024_010000_Cuomo_Prime_Time/start/3060,ONE-ON-ONE WITH PRESIDENTIAL HISTORIAN DORIS KEARNS GOODWIN
10/24/2020 1:52,FOXNEWSW,7,FOXNEWSW_20201024_010000_Hannity/start/3120,INCREASING SIGNS THAT PRESIDENT TRUMP. IS MAKING GAINS WITH MINORITY VOTERS
10/24/2020 1:53,MSNBCW,11,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/3180,PURDUE PHARMA REACHES $8.34 BILLION SE'ITLEMENT. BUT WILL ONLY PAY $225 MILLION UPFRONT
10/24/2020 1:55,MSNBCW,11,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/3300,MAURA HEALEY MASSACHUSHTSAHORNEYGENERAL
10/24/2020 1:56,FOXNEWSW,4,FOXNEWSW_20201024_010000_Hannity/start/3360,PureTalkUSA.com
10/24/2020 1:56,MSNBCW,6,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/3360,NO MEMBERS OF THE SACKLER FAMILY FACE CRIMINAL CHARGES
10/24/2020 1:57,MSNBCW,9,MSNBCW_20201024_010000_The_Rachel_Maddow_Show/start/3420,PURDUE PHARMA REACHES $8.34 BILLION SEITLEMENT OVER OPIOID PROBES
10/24/2020 2:02,FOXNEWSW,7,FOXNEWSW_20201024_020000_The_Ingraham_Angle/start/120,TRUMP'S AMERICA FIRST AGENDA. MADE OUR COUNTRY BE1TER :. \u2014m1e ANGIFI\u2014 '\nMILLIONS WOULD DO ANYTHING FOR TRUMPW. . \u2014IThe ANGI F I\u2014
10/24/2020 2:03,MSNBCW,6,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/180,"TRUMP SAYS \""WE'RE ROUNDING THE TURN\"" AS U.S.. HITS RECORD NUMBER OF NEW COVlD-19 CASES\nU.S. RECORDS HIGHEST NUMBER OF DAILY COVID CASES HIER"
10/24/2020 2:04,CNNW,5,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/240,JUST ONE FULL WEEK LEFT BETWEEN NOW AND THE. MOST IMPORTANT ELECTION OF OUR LIFETIMES
10/24/2020 2:04,FOXNEWSW,3,FOXNEWSW_20201024_020000_The_Ingraham_Angle/start/240,BIDEN s PUPPET MASTERS REPEAT TRUMP LIES \u201cEm '2'\u00bb. . \u2014\\The ANG! F |_ u .
10/24/2020 2:04,MSNBCW,11,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/240,"TRUMP SAYS \""WE'RE ROUNDING THE TURN\"" AS U.S.. HITS RECORD NUMBER OF NEW COVlD-19 CASES"
10/24/2020 2:05,BBCNEWS,4,BBCNEWS_20201024_020500_,Trump announces Sudan Israel deal. This will open the door to economic aid and invesimem for Sudan
10/24/2020 2:05,CNNW,8,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/300,BIDEN: LAST NIGHT WE SAW THE PRESIDENT OF THE UNITED STATES. REPEATEDLY L|E ABOUT THE STATE OF THE PANDEMIC
10/24/2020 2:05,FOXNEWSW,5,FOXNEWSW_20201024_020000_The_Ingraham_Angle/start/300,BIDEN'S PUPPET MASTERS REPEAT TRUMP LIES w. . \u2014\\The ANGI F I\u2014
10/24/2020 2:05,MSNBCW,9,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/300,"BIDEN: \""WEARING A MASK IS NOT A POLITICAL STATEMENT\"
10/24/2020 2:06,BBCNEWS,11,BBCNEWS_20201024_020600_,Trump announces Sudan Israel deal. Sudan removed from US list of terrorism state sponsors
10/24/2020 2:06,CNNW,12,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/360,BIDEN CALLS FOR MASK MANDATE
10/24/2020 2:07,BBCNEWS,11,BBCNEWS_20201024_020700_,Trump announces Sudan Israel deal. Benjamin Netauyahu says it is a 'dramatic bteakthrough for peace'
10/24/2020 2:07,CNNW,6,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/420,THE PRESIDENT HAS SPENT ALL WEEK TRASHING DR. FAUCI AND. FALSELY CLAIMING AMERICA HAS TURNED THE CORNER
10/24/2020 2:07,MSNBCW,9,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/420,BIDEN HITS GOP PUSH TO REPEAL OBAMACARE DURING PANDEMIC
10/24/2020 2:08,CNNW,9,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/480,THE PRESIDENT IS STILL FALSELY INSISTING WE ARE. ROUNDING THE CORNER ON THE PANDEMIC
10/24/2020 2:08,FOXNEWSW,9,FOXNEWSW_20201024_020000_The_Ingraham_Angle/start/480,BIDEN'S SUPPORTERS INCLUDE. MANY WHO DESPISE THIS COUNTRY
10/24/2020 2:09,CNNW,14,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/540,THE PRESIDENT JUST KEEPS ON WITH HIS SUPERSPREADER TOUR
10/24/2020 2:09,MSNBCW,5,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/540,"HARRIS CAMPAIGNS IN GEORGIA, TOUTS BIDEN PANDEMIC PLAN"
10/24/2020 2:10,BBCNEWS,9,BBCNEWS_20201024_021000_,US anger at Turkey air defence test. Pentagon threatens 'seriuus consequences' towards Ankara
10/24/2020 2:11,BBCNEWS,6,BBCNEWS_20201024_021100_,.. V '\u2014. . EIEI NEWS
10/24/2020 2:11,CNNW,13,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/660,TRUMP MOCKS REPORTER (AGAIN) FOR WEARING A MASK
10/24/2020 2:12,CNNW,7,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/720,"LET'S REMEMBER, IT WAS 6 MONTHS AGO THE PRESIDENT SUGGESTED. A POWERFUL LIGHT OR DISINFECTANT COULD KILL THE VIRUS"
10/24/2020 2:13,FOXNEWSW,3,FOXNEWSW_20201024_020000_The_Ingraham_Angle/start/780,"Illl'l'lli'lg'l'l'll'lli!. . . n-vvn n u v , \ufb02]. PETTY DEMS UNDER FIRE FOR BOYCOHING BARREITVOTE .."
10/24/2020 2:13,MSNBCW,8,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/780,EARLY VOTE IN TX AND FL ALREADY GREATER. THAN TRUMP'S 2O16 TOTALS IN THOSE STATES
10/24/2020 2:14,CNNW,4,CNNW_20201024_020000_CNN_Tonight_with_Don_Lemon/start/840,"WORDS MA'I'I'ER, THIS PRESIDENT'S WORDS MATI'ER"
10/24/2020 2:14,FOXNEWSW,5,FOXNEWSW_20201024_020000_The_Ingraham_Angle/start/840,IIEI'I'IHVIEI'H'H'IU. . PETTY DEMS UNDER FIRE FOR BOYCOTTING BARREIT VOTE?-r
10/24/2020 2:14,MSNBCW,12,MSNBCW_20201024_020000_The_Last_Word_With_Lawrence_ODonnell/start/840,U.S. RECORDS HIGHEST NUMBER OF DAILY COVID CASES BIER
