date_time_(UTC),channel,duration,https://archive.org/details/,text
11/1/2020 0:11,BBCNEWS,5,BBCNEWS_20201101_001100_,US election 2O2O. . Handling of coronavirus dominates candidates' campaigning\nUS election 2O2O. . Presidential election will be held on Tuesday
11/1/2020 0:12,BBCNEWS,7,BBCNEWS_20201101_001200_,US election 2O2O. . Joe Biden is campaigning in Michigan
11/1/2020 0:13,BBCNEWS,8,BBCNEWS_20201101_001300_,US election 2O2O. . Biden and Trump cri\ufb01c'wse each other on Covid-19 policies\nDetrdit
11/1/2020 0:13,FOXNEWSW,8,FOXNEWSW_20201101_000000_Watters_World/start/780,TRUMP VS THE MEDIA. . \\I - Wattnrc' Wnr-Irl
11/1/2020 0:14,BBCNEWS,4,BBCNEWS_20201101_001400_,US election 2O2O. Every Midwest state behind national average for early vo\ufb01ng
11/1/2020 0:14,FOXNEWSW,12,FOXNEWSW_20201101_000000_Watters_World/start/840,STATE OF THE RACE. . Warrnrc' Wnl-Irl '
11/1/2020 0:15,CNNW,8,CNNW_20201101_000000_Anderson_Cooper_360/start/900,CNN POLLS: BIDEN LEADS IN MICHIGAN AND WISCONSIN
11/1/2020 0:15,FOXNEWSW,7,FOXNEWSW_20201101_000000_Watters_World/start/900,THREE DAYS UNTIL THE ELECTION. . \\ ' Warrnrc' Wnl-Irl
11/1/2020 0:16,FOXNEWSW,9,FOXNEWSW_20201101_000000_Watters_World/start/960,ONE-ON-ONE WITH DONALD TRUMP JI};. . I 7 Wattnrc'Wnr-Irl '
11/1/2020 0:17,FOXNEWSW,10,FOXNEWSW_20201101_000000_Watters_World/start/1020,HUNTER BIDEN SCANDAL. . l' Wattnrc' Wnr-Irl V
11/1/2020 0:19,BBCNEWS,8,BBCNEWS_20201101_000000_BBC_News/start/1140,Ill - \\II'IIIM '. . BE. NEWS
11/1/2020 0:19,CNNW,5,CNNW_20201101_000000_Anderson_Cooper_360/start/1140,RECORD-BREAKING 9O+ MILLION EARLY VOTES CAST
11/1/2020 0:19,FOXNEWSW,7,FOXNEWSW_20201101_000000_Watters_World/start/1140,ON-E ON- ONE WITH DONALD TRUMP JR.. . Warrnrc' Wnrlrl
11/1/2020 0:22,MSNBCW,12,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/1320,BIDIEN & EBAMA MAKE FINAL PITCH TO VOTERS IN MICHIGAN
11/1/2020 0:24,MSNBCW,11,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/1440,"BIDAN, TRUAAP CAMPS TARGET YOUNG BLACK MEN AS KEY VOTING BLOC"
11/1/2020 0:25,MSNBCW,9,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/1500,BiDEN EAMPAIGN MAKES FINAL PITCH TO VOTERS
11/1/2020 0:26,FOXNEWSW,7,FOXNEWSW_20201101_000000_Watters_World/start/1560,3 DAYS UNTIL ELECTION DAY
11/1/2020 0:27,FOXNEWSW,3,FOXNEWSW_20201101_000000_Watters_World/start/1620,TRUMP AND BIDEN BATTLE FOR KEY SWING STATES. . Warfnrc' World 7 T
11/1/2020 0:27,MSNBCW,9,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/1620,BlliEN CRMPAIGN WORKS TO BUILD A NEW COALITION
11/1/2020 0:28,CNNW,5,CNNW_20201101_000000_Anderson_Cooper_360/start/1680,RECORD-BREAKING 9O+ MILLION EARLY VOTES CAST. . Van Jones Former Special Adviser to Pres. Obama\nRECORD-BREAKING 9O+ MILLION EARLY VOTES CAST
11/1/2020 0:29,CNNW,14,CNNW_20201101_000000_Anderson_Cooper_360/start/1740,RECORD-BREAKING 9O+ MILLION EARLY VOTES CAST
11/1/2020 0:29,FOXNEWSW,5,FOXNEWSW_20201101_000000_Watters_World/start/1740,JIM BIDEN REFUSES TO ANSWER QUESTIONS \u201c. . Warrnrc' War-Ir! W
11/1/2020 0:30,CNNW,5,CNNW_20201101_000000_Anderson_Cooper_360/start/1800,"RECORD-BREAKING 9O+ MILLION EARLY VOTES CAST\nRECORD-BREAKING 9O+ MILLION EARLY VOTES CAST. . Rick Santorum (R) Former US. Senator, Pennsylvania"
11/1/2020 0:31,CNNW,11,CNNW_20201101_000000_Anderson_Cooper_360/start/1860,RECORD-BREAKING 9O+ MILLION EARLY VOTES CAST
11/1/2020 0:31,MSNBCW,5,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/1860,*Must meet eligibility requirements
11/1/2020 0:32,MSNBCW,12,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/1920,WHERE TRUMP AND BIDEN STAND DN CDVID RESPONSE AND HEALTHCARE
11/1/2020 0:34,MSNBCW,5,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/2040,WHERE TRUMP ANIJ BIDEN STAND ON CUVII] RESPONSE AND HEALTHCARE
11/1/2020 0:35,CNNW,9,CNNW_20201101_000000_Anderson_Cooper_360/start/2100,RECORD 9.6+ MILLION EARLY VOTES IN TEXAS
11/1/2020 0:36,FOXNEWSW,10,FOXNEWSW_20201101_000000_Watters_World/start/2160,TRUMP AND BIDEN MAKE FINAL CAMPAIGN BLITZ. . Wattnrc' Wnr-Irl I
11/1/2020 0:39,CNNW,12,CNNW_20201101_000000_Anderson_Cooper_360/start/2340,RECORD 9.6+ MILLION EARLY VOTES IN TEXAS. . Beto O'Rourke (D) Former Presidential Candidate
11/1/2020 0:39,FOXNEWSW,7,FOXNEWSW_20201101_000000_Watters_World/start/2340,3 DAYS UNTIL ELECTION DAY. . Wattnrc' Wnr-Irl '
11/1/2020 0:39,MSNBCW,6,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/2340,"TR-UMP, EmEN CLAMUR FUR VOTES ACROSS WISCONSIN"
11/1/2020 0:40,CNNW,7,CNNW_20201101_000000_Anderson_Cooper_360/start/2400,RECORD 9.6+ MILLION EARLY VOTES IN TEXAS
11/1/2020 0:41,FOXNEWSW,5,FOXNEWSW_20201101_000000_Watters_World/start/2460,SOON: TRUMP TO SPEAK IN PENNSYLVANIA. . ' Wattnre' Wnr-Irl 7
11/1/2020 0:41,MSNBCW,5,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/2460,{WHYBHIU IS CONSIDERED A MUST-WIN STATE
11/1/2020 0:43,FOXNEWSW,13,FOXNEWSW_20201101_000000_Watters_World/start/2580,. m HomeTitleLock.com 1-8OO-899-6268
11/1/2020 0:43,MSNBCW,7,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/2580,15 SECONDS
11/1/2020 0:44,BBCNEWS,6,BBCNEWS_20201101_004400_,Stn'ctly follow regulations \ufb01nd rules. 7
11/1/2020 0:45,BBCNEWS,8,BBCNEWS_20201101_004500_,EB. NEWS
11/1/2020 0:48,CNNW,9,CNNW_20201101_000000_Anderson_Cooper_360/start/2880,LEGAL BA'I'I'LES OVER 2O2O BALLOTS
11/1/2020 0:52,CNNW,7,CNNW_20201101_000000_Anderson_Cooper_360/start/3120,Benjamin L. Ginsberg I am Contributor
11/1/2020 0:53,CNNW,9,CNNW_20201101_000000_Anderson_Cooper_360/start/3180,CNN POLL: TIGHT RACE IN NORTH CAROLINA
11/1/2020 0:54,MSNBCW,3,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/3240,QUESTION OF THE WEEK: WHAT DOES THE ELECTORAL COLLEGE REALLY MEAN?
11/1/2020 0:57,CNNW,10,CNNW_20201101_000000_Anderson_Cooper_360/start/3420,NC NEW CASES DROP FROM RECORD HIGH
11/1/2020 0:58,MSNBCW,6,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/3480,EXPLAINING THE ELECTORAL COLLEGE
11/1/2020 1:00,MSNBCW,8,MSNBCW_20201101_000000_The_Week_With_Joshua_Johnson/start/3600,BIDEN AND TRUMP MAKE THEIR FINAL PITCH TU SWING STATE VOTERS\nMANAGING YOUR STRESS AROUND THE 2O2O ELECTION
11/1/2020 1:01,CNNW,13,CNNW_20201101_000000_Anderson_Cooper_360/start/3660,"TRUMP, BIDEN CAMPAIGN IN KEY BA'ITLEGROUNDS. AS U.S. ADDS NEARLY 66,OOO NEW COVID CASES TODAY"
11/1/2020 1:01,MSNBCW,8,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/60,BIIJEN AND TRUMP MAKE THEIR FINAL PITCH TU SWING STATE VOTERS
11/1/2020 1:02,MSNBCW,9,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/120,PE\ufb01NSYLVrKNIA POLLS SHOW TRUMP TRAILING BIDEN BY ABOUT 5%
11/1/2020 1:04,CNNW,6,CNNW_20201101_000000_Anderson_Cooper_360/start/3840,"FAUCI TO WASH. POST ON DR. ATLAS:. \""I HAVE REAL PROBLEMS WITH THAT GUY\"
11/1/2020 1:04,MSNBCW,5,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/240,TRNMP CLNIMS BIDEN WABED ECONOMIC WAR ON PENNSYLVANIA
11/1/2020 1:07,BBCNEWS,4,BBCNEWS_20201101_010700_,US election 2O2O. . Formerpresident Barack Obamajoined Biden in Michigan
11/1/2020 1:07,CNNW,6,CNNW_20201101_000000_Anderson_Cooper_360/start/4020,"FAUCI TO WASH. POST ON MEADOWS: \""| TIP MY HAT TO HIM FOR. ADMI'I'I'ING\"" TRUMP ADMIN. WASN'T GOING TO CONTROL COVID"
11/1/2020 1:07,FOXNEWSW,6,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/420,TONIGHT 'I'IDM F
11/1/2020 1:08,CNNW,9,CNNW_20201101_000000_Anderson_Cooper_360/start/4080,"TRUMP, BIDEN CAMPAIGN IN KEY BA'I'I'LEGROUNDS PA AND MI AS FAUCI. GIVES BLUNT FEEDBACK ON TRUMP'S COVID RESPONSE TO WASH. POST"
11/1/2020 1:08,MSNBCW,7,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/480,PULI. SHUW\u00a776% [IF VOTERS IN MICHIGAN FAVOR GUN BAN AT POLLING SITES
11/1/2020 1:09,CNNW,14,CNNW_20201101_000000_Anderson_Cooper_360/start/4140,NEW CNN POLLS: BIDEN LEADS IN MICHIGAN AND WISCONSIN
11/1/2020 1:10,BBCNEWS,7,BBCNEWS_20201101_011000_,US election 2O2O. . U5 Covid-19 cases exceed nine million infections
11/1/2020 1:11,BBCNEWS,4,BBCNEWS_20201101_011100_,US election 2O2O. More than 9O million people have already voted
11/1/2020 1:11,MSNBCW,7,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/660,REP. DAN KILDEE - (D) MICHIGAN
11/1/2020 1:12,CNNW,4,CNNW_20201101_000000_Anderson_Cooper_360/start/4320,NEW CNN POLLS: TIGHT RACES IN ARIZONA AND NORTH CAROLINA
11/1/2020 1:13,FOXNEWSW,9,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/780,"PRESIDENT TRUMP'S MONTOURSVILLE, PA RALLY BEING. BROADCAST IN ITS ENTIRETY ON FOX BUSINESS NETWORK. \\"
11/1/2020 1:13,MSNBCW,9,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/780,UNg\ufb02N-UNE'NITH ACADEMY-AWARD WINNING FILMMAKER MICHAEL MOORE
11/1/2020 1:15,MSNBCW,7,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/900,"\""RUTJ'ER ANEME\"" EXAMINED FLINT, MICHIGAN AFTER AUTU PLANT CLUSURES"
11/1/2020 1:16,MSNBCW,6,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/960,"\""RUTJ'ER ANITME\"" EXAMINED FLINT, MICHIGAN AFTER AUTO PLANT CLOSURES"
11/1/2020 1:17,BBCNEWS,7,BBCNEWS_20201101_011700_,BE. NEWS
11/1/2020 1:17,CNNW,7,CNNW_20201101_000000_Anderson_Cooper_360/start/4620,DO NOTHING FO R. . 15 SECONDS
11/1/2020 1:17,MSNBCW,11,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/1020,"\""RITTJ'ER ANKME\"" EXAMINED FLINT, MICHIGAN AFTER AUTU PLANT CLOSURES"
11/1/2020 1:18,BBCNEWS,5,BBCNEWS_20201101_011800_,Sir Sean Connery dies. Scottish actor has died at the age of 9O
11/1/2020 1:18,CNNW,4,CNNW_20201101_000000_Anderson_Cooper_360/start/4680,child care | pet care I senior care | housekeeping
11/1/2020 1:18,FOXNEWSW,8,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/1080,RACE FOR THE WHITE HOUSE NEARS THE FINISH IINE
11/1/2020 1:19,BBCNEWS,12,BBCNEWS_20201101_011900_,James Bond Art Director and Ser Designer
11/1/2020 1:19,MSNBCW,3,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/1140,BRITISH PM BORIS JOHNSON ANNOUNCES NEW COVID LOCKDOWN
11/1/2020 1:20,CNNW,3,CNNW_20201101_000000_Anderson_Cooper_360/start/4800,POST-RALLY CHAOS LEAVES TRUMP SUPPORTERS IN COLD
11/1/2020 1:21,BBCNEWS,10,BBCNEWS_20201101_012100_,Sir Sean Connery dies. Sir Sean was best known for playing James Bond
11/1/2020 1:22,BBCNEWS,14,BBCNEWS_20201101_012200_,James Bond Art Director and Set Designer. . m umwim
11/1/2020 1:23,BBCNEWS,6,BBCNEWS_20201101_012300_,Sir Sean Connery dies. SirSean was best knownfor playingJames Bond
11/1/2020 1:23,CNNW,8,CNNW_20201101_000000_Anderson_Cooper_360/start/4980,OBAMA JOINS BIDEN ON MICHIGAN TRAIL\nPOST-RALLY CHAOS LEAVES TRUMP SUPPORTERS IN COLD
11/1/2020 1:24,BBCNEWS,8,BBCNEWS_20201101_012400_,Sir Sean Connery dies. His acting career spanned \ufb01ve decades\nSir Sean Connery dies. SirSean was best knownfor playingJames Bond
11/1/2020 1:24,CNNW,4,CNNW_20201101_000000_Anderson_Cooper_360/start/5040,OBAMA JOINS BIDEN ON MICHIGAN TRAIL
11/1/2020 1:24,MSNBCW,10,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/1440,TEXAS BECINTES BATTLEGRUUNI] STATE IN PRESIDENTIAL & DOWN BALLOT RACES
11/1/2020 1:25,BBCNEWS,12,BBCNEWS_20201101_012500_,Sir Sean Connery dies. His acting career spanned five decades
11/1/2020 1:25,MSNBCW,5,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/1500,TEXAS EAREY VOTER TURNOUT BREAKS RECORD AHEAD OF ELECTION DAY
11/1/2020 1:26,MSNBCW,7,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/1560,1:. . NBC BLK. JANELL RO33 ' SENIOR REPORTER\nTETTAS ELECTION TIGHTENS AS BIDEN TRIES TO FLIP THE STATE
11/1/2020 1:27,FOXNEWSW,8,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/1620,"PRESIDENT TRUMP RALLIES SUPPORTERS ON LAST. WEEKEND BEFORE ELECTION DAY IN MONTOURSVILLE, PA. I I"
11/1/2020 1:28,MSNBCW,4,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/1680,"REV. WILLIAM BARBER, LIVE"
11/1/2020 1:30,BBCNEWS,9,BBCNEWS_20201101_013000_,I England lockdown announced
11/1/2020 1:31,CNNW,9,CNNW_20201101_000000_Anderson_Cooper_360/start/5460,OBAMA JOINS BIDEN ON MICHIGAN TRAIL. . Ana Navarro CN\\ Political Commentator
11/1/2020 1:31,FOXNEWSW,3,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/1860,ERIC TRUMP ON THE STATE OF THE 2O2O RACE r\ufb01i\u2019iffuumu. . F'_ \u2014.
11/1/2020 1:32,CNNW,4,CNNW_20201101_000000_Anderson_Cooper_360/start/5520,OBAMA JOINS BIDEN ON MICHIGAN TRAIL
11/1/2020 1:35,MSNBCW,9,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/2100,GRASSROOTS CAMPAIGN MAKES LAST MINUTE PUSH. TO INCREASE POUR AND LOW-INCOME VOTER TURNOUT
11/1/2020 1:39,CNNW,6,CNNW_20201101_000000_Anderson_Cooper_360/start/5940,RECORD-BREAKING 91+ MILLION EARLY VOTES CAST;. MORE THAN TWO-THIRDS OF 2O16 VOTE
11/1/2020 1:39,FOXNEWSW,13,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/2340,"PRESIDENT TRUMP RALLIES SUPPORTERS ON LAST. WEEKEND BEFORE ELECTION DAY IN MONTOURSVILLE, PA. I I"
11/1/2020 1:40,FOXNEWSW,8,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/2400,PRESIDENT TRUMP HOLDS HIS FOURTH RALLY. OF THE DAY IN PENNSYLVANIA
11/1/2020 1:42,MSNBCW,9,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/2520,HOW TO DEAL WITH ELECTION STRESS
11/1/2020 1:43,MSNBCW,6,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/2580,SURVEY SHOWS 2O2O ELECTION CAUSINC SIGNIFICANT STRESS. FOR BOTH REPUBLICANS AND DEMOCRATS
11/1/2020 1:44,FOXNEWSW,5,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/2640,"PRESIDENT TRUMP RALLIES SUPPORTERS ON LAST \ufb02 r > a;. WEEKEND BEFORE ELECTION DAY IN MONTOURSVILLE, PA - \u201dif: .. I \u2019m"
11/1/2020 1:44,MSNBCW,7,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/2640,ASSISTANT PROFESSOR OF PSYCHIATRY. DR. ROBERT BRIGHT Mm mm\nHOW TO DEAL WITH ELECTION STRESS
11/1/2020 1:45,FOXNEWSW,4,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/2700,"PRESIDENT TRUMP RALLIES SUPPORTERS ON LAST Justice H. WEEKEND BEFORE ELECTION DAY IN MONTOURSVILLE, PA \""\u201d\""\""'\""\""'\""' f. I ' 7 I . ' '"
11/1/2020 1:45,MSNBCW,12,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/2700,HOW TO DEAL WITH ELECTION STRESS
11/1/2020 1:47,CNNW,13,CNNW_20201101_000000_Anderson_Cooper_360/start/6420,"TRUMP PREDICTS \""BEDLAM\"" AFI'ER ELECTION,. SLAMS SUPREME COURT DECISIONS ON BALLOTS"
11/1/2020 1:48,FOXNEWSW,10,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/2880,PREVIEWING TUESDAY'S ROAD TO 27O w
11/1/2020 1:50,CNNW,6,CNNW_20201101_000000_Anderson_Cooper_360/start/6600,CONTESTED ELECTION? THEN WHAT?
11/1/2020 1:52,CNNW,5,CNNW_20201101_000000_Anderson_Cooper_360/start/6720,Tell your doctor if you\u2019ve been somewhere fungal infections. are common or if you have had hepatitis B or C.
11/1/2020 1:52,FOXNEWSW,5,FOXNEWSW_20201101_010000_Justice_With_Judge_Jeanine/start/3120,WU'. . BATTLE FOR THE SENATE MAJORITY
11/1/2020 1:52,MSNBCW,3,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/3120,LARRY KRAMER - AUTHOR
11/1/2020 1:53,MSNBCW,4,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/3180,KATHERINE JOHNSON - MATHEMATICIAN
11/1/2020 1:57,CNNW,7,CNNW_20201101_000000_Anderson_Cooper_360/start/7020,THE FIGHT FOR FLORIDA
11/1/2020 1:58,CNNW,10,CNNW_20201101_000000_Anderson_Cooper_360/start/7080,THE FIGHT FOR FLORIDA. . Marc Caputo Politico
11/1/2020 1:59,CNNW,13,CNNW_20201101_000000_Anderson_Cooper_360/start/7140,THE FIGHT FOR FLORIDA
11/1/2020 1:59,MSNBCW,3,MSNBCW_20201101_010000_The_Week_With_Joshua_Johnson/start/3540,15 SECONDS
11/1/2020 2:01,CNNW,7,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/60,JOE BIDEN ROLLS OUT THE BIG GUNS WITH THE. CLOSER -- HIS FORMER BOSS BARACK OBAMA\nTRUMP SAYS ELECTION WILL BE DECIDED AFTER. NOV. 3; SARCASTICALLY THANKS SUPREME COURT
11/1/2020 2:02,CNNW,3,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/120,BIDEN SAYS THERE'S NOTHING TRUMP CAN. DO TO STOP AMERICANS FROM VOTING
11/1/2020 2:03,CNNW,5,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/180,TRUMP SUPPORTERS LEFI' OUT IN THE COLD. WAITING FOR SHU'I'I'LE BUSES
11/1/2020 2:03,MSNBCW,12,MSNBCW_20201101_020000_American_Voices_With_Alicia_Menendez/start/180,"THE U.S. HAS 9.1M+ CASES, 23O,6OO+ DEATHS"
11/1/2020 2:07,BBCNEWS,5,BBCNEWS_20201101_020700_,US election 2O2O. . Formerpresident Barack Obamajoined Biden in Michigan
11/1/2020 2:07,CNNW,8,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/420,TRUMP A'I'I'ACKS SCOTUS OVER MAIL-IN BALLOTS
11/1/2020 2:07,FOXNEWSW,4,FOXNEWSW_20201101_020000_The_Greg_Gutfeld_Show/start/420,FINAL WEEKEND OF 2O2O CAMPAIGN
11/1/2020 2:08,BBCNEWS,7,BBCNEWS_20201101_020800_,US election 2O2O. . Handling of coronavirus dominates candidates' campaigning\nUS election 2O2O. . Biden and Trump cri\ufb01cise each mher on Covid-19 policies
11/1/2020 2:08,CNNW,11,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/480,TRUMP HOLDING RALLIES IN PENNSYLVANIA TONIGHT;. BIDEN WILL BE IN PHILADELPHIA TOMORROW
11/1/2020 2:08,FOXNEWSW,4,FOXNEWSW_20201101_020000_The_Greg_Gutfeld_Show/start/480,FINAL PUSH TO ELECTION DAY. . rii
11/1/2020 2:09,CNNW,6,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/540,"CNN POLL OF POLLS IN PA: BIDEN 51%, TRUMP 44%"
11/1/2020 2:09,MSNBCW,8,MSNBCW_20201101_020000_American_Voices_With_Alicia_Menendez/start/540,"MONTANA REACHES 31,916 CASES, 36O+ DEATHS"
11/1/2020 2:10,CNNW,8,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/600,OBAMA BACK ON THE TRAIL AND BACK ON THE COURT
11/1/2020 2:10,FOXNEWSW,3,FOXNEWSW_20201101_020000_The_Greg_Gutfeld_Show/start/600,1 WHAT THE 2O2O ELECTION MEANS FOR EVERYONE .. . I gamma
11/1/2020 2:10,MSNBCW,12,MSNBCW_20201101_020000_American_Voices_With_Alicia_Menendez/start/600,MONTANA IS ONE OF SEVERAL STATES SEEING RECORD RISE |N COVID CASES
11/1/2020 2:11,BBCNEWS,10,BBCNEWS_20201101_021100_,US election 2O2O. . Every Midwest state behind national average for early vo\ufb01ng
11/1/2020 2:11,CNNW,12,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/660,DO NOTHING FO R. . 15 SECONDS
11/1/2020 2:11,MSNBCW,8,MSNBCW_20201101_020000_American_Voices_With_Alicia_Menendez/start/660,NBC GAINS ACCESS TO HOSPITAL ICU WITH COVID PATIENTS
11/1/2020 2:12,FOXNEWSW,10,FOXNEWSW_20201101_020000_The_Greg_Gutfeld_Show/start/720,FINAL WEEKEND OF 2O2O CAMPAIGN_ I (. . Th; anaa 8111?:1m \u00e9 L1n1\\1
11/1/2020 2:13,MSNBCW,4,MSNBCW_20201101_020000_American_Voices_With_Alicia_Menendez/start/780,"NBC NEWS: 98,583 NEW COVID CASES TODAY, SINGLE DAY RECORD"
11/1/2020 2:14,FOXNEWSW,3,FOXNEWSW_20201101_020000_The_Greg_Gutfeld_Show/start/840,"V . CH patients who kept a psoriasis symptom. Cosentyx diary (39%), pain improved at 12 weeks. . (secukinumab) compared to placebo."
11/1/2020 2:14,MSNBCW,6,MSNBCW_20201101_020000_American_Voices_With_Alicia_Menendez/start/840,MONTANA ICU NURSE ON WORKING WITH COVID PATIENTS
11/1/2020 2:15,CNNW,13,CNNW_20201101_020000_CNN_Tonight_with_Don_Lemon/start/900,BIDEN LEADS IN MICHIGAN IN NEW CNN POLL. . Arlette Saenz CJ\\N Political Correspondent
11/1/2020 2:15,FOXNEWSW,4,FOXNEWSW_20201101_020000_The_Greg_Gutfeld_Show/start/900,NOW OPEN
11/1/2020 2:16,BBCNEWS,6,BBCNEWS_20201101_021600_,Lyon Attack. . Attack came; 48 hows med peoplewm mmdeved in a Cathnlic (huuh in Nite
