date_time_(UTC),channel,duration,https://archive.org/details/,text
10/17/2020 21:49,CNNW,11,CNNW_20201017_210000_CNN_Newsroom_With_Ana_Cabrera/start/2940,"WASH POST: WHITE HOUSE WARNED GIULIANI WAS BEING. USED BY RUSSIANS TO \""FEED MISINFORMATION\"" TO TRUMP"
10/17/2020 21:49,MSNBCW,5,MSNBCW_20201017_210000_PoliticsNation/start/2940,QUINNIPIAC GEORGIA POLL: DEMOCRATS LEAD IN PRESIDENTIAL SENATE RACES\nJON OSSOFF (D)GEORGIASENATECANDIDATE
10/17/2020 21:50,FOXNEWSW,7,FOXNEWSW_20201017_200000_Americas_News_Headquarters/start/6600,TRUMP: CRITICAL RACE THEORY. IS A MARXIST DOCTRINE\nTRUMP: BIDEN WILL SURRENDER. OUR COUNTRY TO THE MOB
10/17/2020 21:51,CNNW,8,CNNW_20201017_210000_CNN_Newsroom_With_Ana_Cabrera/start/3060,CNN: U.S. OFFICIALS INVESTIGATING WHETHER EMAILS ARE TIED. TO A RUSSIAN MISINFORMATION CAMPAIGN AGAINST THE BIDENS
10/17/2020 21:53,CNNW,8,CNNW_20201017_210000_CNN_Newsroom_With_Ana_Cabrera/start/3180,"TRUMP DOUBLES DOWN ON REFUSAL TO DENOUNCE QANON. . Samantha Vinograd Fmr. Senior Adviser to National Security Adviser, Obama Admin."
10/17/2020 21:53,FOXNEWSW,7,FOXNEWSW_20201017_200000_Americas_News_Headquarters/start/6780,TRUMP: WE MUST REJECT LEFT-WING HATE. \\ g
10/17/2020 21:54,CNNW,4,CNNW_20201017_210000_CNN_Newsroom_With_Ana_Cabrera/start/3240,CNN HERO USES MUSIC TO MEND MINDS
10/17/2020 21:54,FOXNEWSW,10,FOXNEWSW_20201017_200000_Americas_News_Headquarters/start/6840,TRUMP: DEMOCRATS WANT TO PACK THE SUPREME COURT. 1 x
10/17/2020 21:55,FOXNEWSW,4,FOXNEWSW_20201017_200000_Americas_News_Headquarters/start/6900,TRUMP: I WILL ALWAYS PROTECT. THE AMERICAN WAY OF LIFE
10/17/2020 21:57,CNNW,12,CNNW_20201017_210000_CNN_Newsroom_With_Ana_Cabrera/start/3420,8OO-915-6O88 RocketMortgage.com
10/17/2020 21:59,CNNW,7,CNNW_20201017_210000_CNN_Newsroom_With_Ana_Cabrera/start/3540,"2. National Association of Realtors ($4OOOOO). 3. Brook\ufb01eld Properties Group, LLC (Including Aggregated Contributions) ($25O,. . Financial disclosures are available at sfethicsorg"
10/17/2020 22:01,CNNW,13,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/60,TRUMP GOES ON RALLY BLI'IZ AS 1O STATES BREAK COVID-19 RECORDS
10/17/2020 22:01,FOXNEWSW,17,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/60,TRUMP SPEAKING AT RALLY IN BAHLEGROUND MICHIGAN. . [\u2014 77*
10/17/2020 22:02,CNNW,10,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/120,TRUMP HOLDS RALLIES IN MICHIGAN & WISCONSIN. AS BOTH STATES SEE RECORD SURGES IN COVID CASES
10/17/2020 22:02,MSNBCW,8,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/120,"THOUSANDS TAKE TO STREETS OF AMERICAN CITIES. TO PROTEST AGAINST PRES. TRUMP, SCOTUS PICK"
10/17/2020 22:03,CNNW,4,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/180,"WITH RE-ELECTION IN JEOPARDY, TRUMP DEMANDS RIVALS BE \""LOCKED UP\"
10/17/2020 22:04,BBCNEWS,3,BBCNEWS_20201017_220000_BBC_News/start/240,"President, National Union of School Teachers"
10/17/2020 22:04,FOXNEWSW,10,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/240,TRUMP: BIDEN WILL SHUT DOWN OUR. COUNTRY AND PROLONG THE PANDEMIC
10/17/2020 22:04,MSNBCW,7,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/240,BIDEN PROMISES TO BUILD ON THE AFFORDABLE CARE ACT |F ELECTED
10/17/2020 22:05,BBCNEWS,6,BBCNEWS_20201017_220000_BBC_News/start/300,France terror attack. President Macron called the killer an Islamist terrorist
10/17/2020 22:05,CNNW,6,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/300,TRUMP HOLDS RALLIES IN MICHIGAN & WISCONSIN. AS BOTH STATES SEE RECORD SURGES IN COVID CASES
10/17/2020 22:05,MSNBCW,12,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/300,TRUMP HOLDS RALLIES IN MICHIGAN AND WISCONSIN. AS COVID CASES RAGE IN BOTH STATES
10/17/2020 22:06,CNNW,9,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/360,TRUMP TO RALLY IN WISCONSIN AS STATE REPORTS COVID RECORD
10/17/2020 22:06,FOXNEWSW,11,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/360,"TRUMP SPEAKING AT RALLY IN BATTLEGROUND MICHIGAN. . [\u20147 WW,"
10/17/2020 22:06,MSNBCW,5,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/360,MSNBC. GARRETT HAAKE EBRRESPONDENT
10/17/2020 22:07,CNNW,11,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/420,TRUMP HOLDS RALLIES IN MICHIGAN & WISCONSIN. AS BOTH STATES SEE RECORD SURGES IN COVID CASES
10/17/2020 22:07,MSNBCW,9,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/420,TRUMP HOLDS RALLIES IN MICHIGAN AND WISCONSIN. AS COVID CASES RAGE IN BOTH STATES
10/17/2020 22:08,FOXNEWSW,9,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/480,TRUMP: I WANT AFAIR ELECTION. . A
10/17/2020 22:08,MSNBCW,8,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/480,BIDEN PROMISES TO BUILD ON THE AFFORDABLE CARE ACT |F ELECTED\nFMR. PRES. OBAMA TO HIT CAMPAIGN TRAIL FOR BIDEN/HARRIS NEXT WEEK
10/17/2020 22:09,CNNW,4,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/540,"NEW US. COVID CASES TOP 6O OOO FOR FIRST TIME SINCE AUGUST. . Dr. Leana Wen Emergency Room Physician, George Washington Univ."
10/17/2020 22:09,MSNBCW,9,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/540,"OCTOBER 8-15, ZIJZU; MUE +/- 2.6%"
10/17/2020 22:10,CNNW,7,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/600,"NEW US. COVID CASES TOP 6O,OOO FOR FIRST TIME SINCE AUGUST"
10/17/2020 22:10,MSNBCW,14,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/600,VOTERS WAIT ON LINES FOR HOURS DESPITE PANDEMIC. AND GOP-LED EFFORTS TO LIMIT VOTER TURNOUT
10/17/2020 22:11,FOXNEWSW,11,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/660,TRUMP: I WILL DELIVER A SAFE VACCINE
10/17/2020 22:11,MSNBCW,9,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/660,GA SEN. DAVID PURDUE MOCKS KAMALA HARRIS\u2019 NAME ON CAMPAIGN TRAIL
10/17/2020 22:12,CNNW,4,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/720,1O STATES REPORT HIGHEST NUMBER OF COVID CASES SINCE PANDEMIC BEGAN
10/17/2020 22:13,CNNW,6,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/780,"1O STATES REPORT HIGHEST NUMBER OF COVID CASES SINCE PANDEMIC BEGAN. . Dr. Leana Wen Emergency Room Physician, George Washington Univ."
10/17/2020 22:13,FOXNEWSW,7,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/780,"TRUMP: BIDEN IS THE EMBODIMENT. . OF THE CORRUPT POLITICAL CLASS. {\u20147 ,, , 7"
10/17/2020 22:14,BBCNEWS,10,BBCNEWS_20201017_220000_BBC_News/start/840,EB. NEWS
10/17/2020 22:14,CNNW,13,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/840,"1O STATES REPORT HIGHEST NUMBER OF COVID CASES SINCE PANDEMIC BEGAN. . Dr. Peter Hotez Professor & Dean of Tropical Medicine, Baylor College of Medicine"
10/17/2020 22:14,FOXNEWSW,11,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/840,TRUMP: BIDEN WILL SHUT DOWN OUR. COUNTRY AND PROLONG THE PANDEMIC
10/17/2020 22:15,CNNW,11,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/900,EUROPEAN NATIONS BREAK NEW CASE RECORDS
10/17/2020 22:16,FOXNEWSW,9,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/960,TRUMP: I WANT A FAIR ELECTION
10/17/2020 22:19,FOXNEWSW,10,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1140,TRUMP: WE ARE FINALLY BRINGING OUR JOBS BACK. I V I '
10/17/2020 22:19,MSNBCW,14,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1140,U.S. SPY AGENCIES PASSED ALONG INFO ON GIULIANI\u2019S DEALINGS. W/ RUSSIAN INTEL TO THE WHITE HOUSE IN LATE 2O19
10/17/2020 22:20,CNNW,8,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1200,MORE THAN 22 MILLION VOTES CAST IN 45 STATES & DC
10/17/2020 22:20,FOXNEWSW,14,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1200,TRUMP: CHINA WILL OWN AMERICA IF BIDEN WINS. \\ V 7 i
10/17/2020 22:20,MSNBCW,9,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1200,"TWITTER BACKTRACKS, ALLOWS USERS TO POST. PREVIOUSLY-BLOCKED NY POST ARTICLE ON BIDEN EMAILS"
10/17/2020 22:21,CNNW,13,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1260,"MORE THAN 22 MILLION VOTES CAST IN 45 STATES 81 DC. . David Axelrod Host, The Axe Files Podcast"
10/17/2020 22:21,MSNBCW,5,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1260,MAN WHO PROVIDED ALLEGED HUNTER BIDEN LAPTOP. TO GIULIANI GAVE CONFLICTING STORIES TO REPORTERS
10/17/2020 22:22,CNNW,8,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1320,TRUMP GOES TO NORMALLY-RED STATES WITH LESS THAN 3 WEEKS LEFT. . David Axelrod OW Senior Political Commentator
10/17/2020 22:22,FOXNEWSW,12,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1320,TRUMP SPEAKING AT RALLY IN BAITLEGROUND MICHIGAN. I V I
10/17/2020 22:23,CNNW,5,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1380,TRUMP GOES TO NORMALLY-RED STATES WITH LESS THAN 3 WEEKS LEFT
10/17/2020 22:23,MSNBCW,10,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1380,"TWITTER BACKTRACKS, ALLOWS USERS TO POST. PREVIOUSLY-BLOCKED NY POST ARTICLE ON BIDEN EMAILS"
10/17/2020 22:24,CNNW,8,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1440,CNN POLL OF POLLS SHOWS BIDEN WITH DOUBLE-DIGIT LEAD
10/17/2020 22:24,MSNBCW,4,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1440,FEDS PROBING WHETHER ALLEGED BIDEN EMAILS. ARE LINKED TO FOREIGN INTELLIGENCE OPERATION
10/17/2020 22:25,CNNW,6,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1500,David Axelrod I OH Senior Political Commentator\nDavid Axelrod I Former Obama Senior Adviser
10/17/2020 22:25,FOXNEWSW,12,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1500,TRUMP: BIDEN PLANS TO FLOOD. MICHIGAN WITH REFUGEES
10/17/2020 22:26,CNNW,6,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1560,"WITH REELECTION IN JEOPARDY, TRUMP DEMANDS RIVALS BE \""LOCKED UP\"
10/17/2020 22:26,FOXNEWSW,6,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1560,TRUMP: BIDEN HAS PLEDGED TO END. ALL NATIONAL SECURITY TRAVEL BANS
10/17/2020 22:26,MSNBCW,9,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1560,EUROPE'S STRUGGLE WITH COVID-19
10/17/2020 22:28,FOXNEWSW,14,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1680,"TRUMP SPEAKING AT RALLY IN BATILEGROUND MICHIGAN. I 7 ' , I'"
10/17/2020 22:29,BBCNEWS,8,BBCNEWS_20201017_220000_BBC_News/start/1740,"m- \"" '. Plymoum Tuesday\ufb02' O. , , m"
10/17/2020 22:30,FOXNEWSW,11,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1800,TRUMP: ICE HAS REMOVED THOUSANDS OF. MS-T3 GANG MEMBERS OUT OF OUR COUNTRY
10/17/2020 22:31,CNNW,4,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/1860,TRUMP COULD FACE LEGAL RECKONING ONCE HE LEAVES OFFICE
10/17/2020 22:31,FOXNEWSW,10,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/1860,TRUMP: WE HAVE THE GREATEST. MILITARY EQUIPMENT IN THE WORLD
10/17/2020 22:31,MSNBCW,8,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1860,MSNBC. MATT BRADLEY FBREIGN CORRESPONDENT\nFRANCE DECLARES STATE OF EMERGENCY AS COVID-19 CASES SURGE
10/17/2020 22:32,BBCNEWS,13,BBCNEWS_20201017_223000_The_Papers/start/120,NIIILWIIE : \u2014. . nun NEWS HEBCpapm
10/17/2020 22:32,MSNBCW,10,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1920,FRANCE DECLARES STATE OF EMERGENCY AS COVID-19 CASES SURGE
10/17/2020 22:33,MSNBCW,4,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/1980,LONDON BANS SOCIALIZING INDOORS AS COVID-19 CASES SURGE
10/17/2020 22:34,FOXNEWSW,8,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2040,TRUMP: I WILL PROVIDE SCHOOL CHOICE TO. EVERY PARENT IN AMERICA IN MY SECOND TERM. . . . h
10/17/2020 22:35,CNNW,8,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2100,"TRUMP COULD FACE LEGAL RECKONING ONCE HE LEAVES OFFICE. . Jeffrey Toobin Author, \""True Crimes & Misdemeanors: Tne Investigation of Donald Trump\"
10/17/2020 22:35,MSNBCW,9,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/2100,PULMONOLOGIST& GLOBAL. DR- VIN GUPTA HEALTH POLICY EXPERT
10/17/2020 22:36,BBCNEWS,3,BBCNEWS_20201017_223000_The_Papers/start/360,BEII NEWS
10/17/2020 22:36,CNNW,4,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2160,TRUMP COULD FACE LEGAL RECKONING ONCE HE LEAVES OFFICE
10/17/2020 22:36,MSNBCW,7,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/2160,UNIV. OF WASH. MEDICAL CENTER. DR' VI N GU PTA I AFFILIATE ASSISTANT PROFESSOR\nEUROPE TAKES ACTION TO LESSEN BLOW OF 2ND WAVE OF COVID-19
10/17/2020 22:37,CNNW,8,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2220,"WITH REELECTION IN JEOPARDY TRUMP DEMANDS RIVALS BE \u201cLOCKED UP\"". . Jeffrey Toobin Author, \""True Crimes & Misdemeanors: Tne Investigation of Donald Trump\"
10/17/2020 22:37,FOXNEWSW,9,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2220,TRUMP SPEAKING AT RALLY IN BAITLEGROUND MICHIGAN. I V I
10/17/2020 22:37,MSNBCW,7,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/2220,WAPO: MORE THAN 2O STATES HAVE SET RECORDS. FOR NEW CORONAVIRUS INFECTIONS IN RECENT DAYS
10/17/2020 22:38,CNNW,4,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2280,"WITH REELECTION IN JEOPARDY, TRUMP DEMANDS RIVALS BE \""LOCKED UP\"
10/17/2020 22:38,FOXNEWSW,8,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2280,TRUMP: SUCCESS WILL BRING US TOGETHER. \\ 7 ' '\nTRUMP: SUCCESS WILL BRING US TOGETHER. \\ V \\
10/17/2020 22:38,MSNBCW,11,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/2280,"NYT: CORONAVIRUS REINFECTIONS ARE REAL BUT VERY, VERY RARE"
10/17/2020 22:39,MSNBCW,8,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/2340,CORONAVIRUS MODEL PREDICTS NEARLY 8O% RISE IN U.S. DEATHS BY FEBRUARY
10/17/2020 22:40,FOXNEWSW,8,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2400,I TRUMP SPEAKING AT RALLY IN BAITLEGROUND MICHIGAN. I 7 V . I
10/17/2020 22:41,CNNW,9,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2460,"Do you have Medicare and Medlcald\u2019 Call a licensed Humane sales agemv. . 1-8OO-9O3-9736. . 5 am. \u2014 8 p.m', daily TI'V: 711. . Humana'. . HumanaEntena\ufb01B.com"
10/17/2020 22:43,CNNW,11,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2580,TRUMP REFUSES TO DENOUNCE QANON CONSPIRACY THEORIES
10/17/2020 22:43,MSNBCW,4,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/2580,SUPREME COURT TO DECIDE IF TRUMP CAN EXCLUDE UNDOCUMENTED. IMMIGRANTS FROM 2O2O CENSUS NUMBERS SENT TO CONGRESS
10/17/2020 22:44,CNNW,7,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2640,"TRUMP REFUSES TO DENOUNCE QANON CONSPIRACY THEORIES. . Brian Stelter Author, \""Hoax\"
10/17/2020 22:44,FOXNEWSW,8,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2640,TRUMP: THE BEST IS YET TO COME
10/17/2020 22:45,FOXNEWSW,11,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2700,TRUMP HOLDS RALLY IN BATTLEGROUND MICHIGAN
10/17/2020 22:46,CNNW,11,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2760,TRUMP & BIDEN FACE OFF IN FINAL DEBATE THURSDAY NIGHT
10/17/2020 22:47,CNNW,5,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2820,ITALY REPORTS RECORD NEW CASES AS SECOND WAVE GRIPS EUROPE
10/17/2020 22:49,CNNW,9,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/2940,\u00aba HelpWWF.org .3 Jommw. wwr 1.8OO.494.1617 IN s12/monm
10/17/2020 22:49,FOXNEWSW,5,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/2940,"TRUMP, BIDEN CAMPAIGNS TRY TO RALLY. . SUPPORT FROM VOTERS IN SWING STATES"
10/17/2020 22:50,CNNW,5,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/3000,MEDICARE OPEN ENROLLMENT ENDS DEC 7
10/17/2020 22:50,MSNBCW,4,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3000,"AMERICA FACING \""SHECESSION\"" AS WOMEN LEAVE WORKFORCE DURING PANDEMIC"
10/17/2020 22:51,MSNBCW,5,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3060,". puma: mu m. . . . emu-n Hug-e\u00bb, \\I'Iay Lulu].\nCENTER FOR AMERICAN PROGRESS: 68% OF BLACK WOMEN, 41% OF. LATINAS & 37% OF WHITE WOMEN ARE PRIMARY BREADWINNERS"
10/17/2020 22:52,CNNW,3,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/3120,EUROPE SEEING RISE IN NEW COVID-19 INFECTIONS
10/17/2020 22:52,MSNBCW,8,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3120,"MOREWOMEN LEFI' LABOR FORCETHAN TOTAL NUMBER OFJOBSADDED LAST MONTH\nSTUDY: CHILDCARE WORKERS AMONG LOWEST PAID WAGE. EARNERS IN AMERICAN WORKFORCE, 96 % FEMALE SECTOR"
10/17/2020 22:53,CNNW,8,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/3180,ITALY REPORTS RECORD NEW CASES AS SECOND WAVE GRIPS EUROPE
10/17/2020 22:53,MSNBCW,5,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3180,"CENTER FOR AMERICAN PROGRESS: 68% OF BLACK WOMEN, 41% OF. LATINAS & 37% OF WHITE WOMEN ARE PRIMARY BREADWINNERS\nABOUT 865K WOMEN DROPPED OUT OF WORKFORCE IN SEPTEMBER"
10/17/2020 22:54,CNNW,13,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/3240,BRITISH PM & MANCHESTER MAYOR IN STANDOFF OVER COVID ALERT LEVEL
10/17/2020 22:54,MSNBCW,6,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3240,ABOUT 865K WOMEN DROPPED OUT OF WORKFORCE IN SEPTEMBER
10/17/2020 22:55,CNNW,10,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/3300,TESTING BLITZ IN CHINA FOLLOWS NEW CASES IN PORT CITY
10/17/2020 22:58,CNNW,9,CNNW_20201017_220000_The_Situation_Room_With_Wolf_Blitzer/start/3480,////4\\\\\\\\ W. . Ann n\u2014n 'AAI
10/17/2020 22:59,MSNBCW,7,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3540,A TALE OF TWO ECONOMIES. WHILE SOME SEE PROFITS. OTHERS FACE STARVATION
10/17/2020 23:00,MSNBCW,12,MSNBCW_20201017_220000_American_Voices_With_Alicia_Menendez/start/3600,A TALE OF TWO ECONOMIES. NATION DIVIDED POLITICALLY. ECONOMICALLY
10/17/2020 23:01,CNNW,11,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/60,TRUMP HOLDING CAMPAIGN RALLY IN WISCONSIN DESPITE. NEW RECORD NUMBER OF CORONAVIRUS CASES
10/17/2020 23:01,FOXNEWSW,11,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/3660,"TRUMP TO RALLY IN SOLID BLUE ROCK COUNTY, WI"
10/17/2020 23:02,CNNW,5,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/120,"TRUMP ENDORSES RALLY CROWD CHANTS OF \u201cLOCK HER UP\"" 9 DAYS. AFTER KIDNAPPING PLOT AGAINST MICHIGAN GOVERNOR STOPPED"
10/17/2020 23:02,MSNBCW,9,MSNBCW_20201017_230000_American_Voices_With_Alicia_Menendez/start/120,PRES. TRUMP AND DEMOCRATIC CHALLENGER FMR. VP JOE BIDEN. HIT CAMPAIGN TRAIL AHEAD OF FINAL DEABTE
10/17/2020 23:03,CNNW,8,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/180,TRUMP HOLDING CAMPAIGN RALLY IN WISCONSIN DESPITE. NEW RECORD NUMBER OF CORONAVIRUS CASES
10/17/2020 23:03,FOXNEWSW,3,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/3780,JOE BIDEN HOME IN DELAWARE TODAY AFTER. MULTIPLE BATTLEGROUND STATE VISITS THIS WEEK. . 1\u2019: VFOX NEWS IiHMo'I\u2019cIQM-II' mm W
10/17/2020 23:03,MSNBCW,9,MSNBCW_20201017_230000_American_Voices_With_Alicia_Menendez/start/180,"SOURCE: N=1,\ufb02|]|l MIJE : +31%. DETUBER 9412O2O\nAMERICANS HAVE CAST OVER 22.5 MILLION BALLOTS. AS EARLY VOTING KICKS OFF NATIONWIDE"
10/17/2020 23:04,BBCNEWS,7,BBCNEWS_20201017_230000_BBC_News/start/240,France terror attack. Victim con\ufb01rmed to be 47-year-old teacher Samuel Paty
10/17/2020 23:04,CNNW,7,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/240,TRUMP HOLDING CAMPAIGN RALLY IN WISCONSIN DESPITE. NEW RECORD NUMBER OF CORONAVIRUS CASES\nTRUMP GOES ON RALLY BLI'IZ AS 1O STATES BREAK COVID-19 RECORDS
10/17/2020 23:04,FOXNEWSW,7,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/3840,BIDEN HAS REFUSED TO SAY IF HE'LL SUPPORT. . DEMOCRATIC EFFORTS TO PACK SUPREME COURT. iv me NEWS 5mm man i \u2014\u2014
10/17/2020 23:04,MSNBCW,9,MSNBCW_20201017_230000_American_Voices_With_Alicia_Menendez/start/240,"w Weavu\u2019, Rum: :azo ScmwAdwsw"
10/17/2020 23:05,BBCNEWS,10,BBCNEWS_20201017_230000_BBC_News/start/300,France terror attack. President Macron called the kilLer an Islamist terroris'
10/17/2020 23:05,CNNW,7,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/300,TRUMP HOLDING CAMPAIGN RALLY IN WISCONSIN DESPITE. NEW RECORD NUMBER OF CORONAVIRUS CASES
10/17/2020 23:05,FOXNEWSW,3,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/3900,"HARRIS TO RESUME CAMPAIGN TRAVEL MONDAY,. OBAMA TO CAMPAIGN IN PHILADELPHIA WEDNESDAY. . k\ufb02rnxmzws \ufb01rm-1 :- w man .1"
10/17/2020 23:05,MSNBCW,9,MSNBCW_20201017_230000_American_Voices_With_Alicia_Menendez/start/300,TRUMP HOLDS RALLIES IN MICHIGAN AND WISCONSIN. AS COVID CASES RAGE IN BOTH STATES
10/17/2020 23:06,CNNW,10,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/360,"ELIZABETH WARREN, MAGIC JOHNSON HIT TRAIL FOR BIDEN"
10/17/2020 23:06,FOXNEWSW,5,FOXNEWSW_20201017_220000_Fox_Report_with_Jon_Scott/start/3960,"PRESIDENT TRUMP TO HOLD RALLY IN JANESVILLE, WI. AFTER MAKING CAMPAIGN STOP IN MICHIGAN"
10/17/2020 23:06,MSNBCW,9,MSNBCW_20201017_230000_American_Voices_With_Alicia_Menendez/start/360,"FMR. PRES. BARACK OBAMA TO CAMPAIGN FOR. BIDEN IN PENNSYLVANIA ON WEDNESDAY\nBLUE STATE. CAMONGHNE FELIX V.P., STRATEGIC COMMUNICATIONS"
10/17/2020 23:07,CNNW,3,CNNW_20201017_230000_The_Situation_Room_With_Wolf_Blitzer/start/420,BIDEN HEADS TO NC TOMORROW FOR EARLY-VOTING EVENT
